DATE,ATM_ID,CLIENT_OUT
2017-08-27,135,204200
2017-08-28,135,104700
2017-08-29,135,188700
2017-08-30,135,167100
2017-08-31,135,132500
2017-09-01,135,208200
2017-09-02,135,240800
2017-09-03,135,214800
2017-09-04,135,134900
2017-09-05,135,155000
2017-09-06,135,101700
2017-09-07,135,371700
2017-09-08,135,153500
2017-09-09,135,292400
2017-09-10,135,295200
2017-09-11,135,21900
2017-09-12,135,92900
2017-09-13,135,95600
2017-09-14,135,158800
2017-09-15,135,168000
2017-09-16,135,199600
2017-09-17,135,153300
2017-08-16,143,580600
2017-08-17,143,464500
2017-08-18,143,324600
2017-08-19,143,1900
2017-08-20,143,5000
2017-08-21,143,232300
2017-08-22,143,214000
2017-08-23,143,208400
2017-08-24,143,181900
2017-08-25,143,322600
2017-08-26,143,5600
2017-08-27,143,1600
2017-08-28,143,510900
2017-08-29,143,671000
2017-08-30,143,156400
2017-08-31,143,297900
2017-09-01,143,620600
2017-09-02,143,100
2017-09-03,143,24000
2017-09-04,143,241900
2017-09-05,143,352000
2017-09-06,143,125900
2017-09-07,143,197900
2017-09-08,143,302000
2017-09-09,143,6000
2017-09-10,143,2000
2017-09-11,143,845000
2017-09-12,143,828000
2017-09-13,143,347100
2017-09-14,143,372300
2017-09-15,143,280000
2017-09-16,143,3800
2017-09-17,143,300
2017-08-16,144,258600
2017-08-17,144,294600
2017-08-18,144,358800
2017-08-19,144,23100
2017-08-20,144,2300
2017-08-21,144,188900
2017-08-22,144,251400
2017-08-23,144,256300
2017-08-24,144,388200
2017-08-25,144,468600
2017-08-26,144,20200
2017-08-27,144,14900
2017-08-28,144,524800
2017-08-29,144,471200
2017-08-30,144,296500
2017-08-31,144,280200
2017-09-01,144,500300
2017-09-02,144,4300
2017-09-03,144,18300
2017-09-04,144,498000
2017-09-05,144,502100
2017-09-06,144,397200
2017-09-07,144,322200
2017-09-08,144,592400
2017-09-09,144,33800
2017-09-10,144,27100
2017-09-11,144,655800
2017-09-12,144,423300
2017-09-13,144,2000
2017-09-14,144,581900
2017-09-15,144,450900
2017-09-16,144,20400
2017-09-17,144,3500
2017-08-16,146,303000
2017-08-17,146,441900
2017-08-18,146,175200
2017-08-19,146,196900
2017-08-20,146,217900
2017-08-21,146,247200
2017-08-22,146,221400
2017-08-23,146,271900
2017-08-24,146,346100
2017-08-25,146,355600
2017-08-26,146,189300
2017-08-27,146,213000
2017-08-28,146,222300
2017-08-29,146,180200
2017-08-30,146,184400
2017-08-31,146,256500
2017-09-01,146,167100
2017-09-02,146,244000
2017-09-03,146,169500
2017-09-04,146,233400
2017-09-05,146,345800
2017-09-06,146,365800
2017-09-07,146,3400
2017-09-08,146,197600
2017-09-09,146,348900
2017-09-10,146,243700
2017-09-11,146,231600
2017-09-12,146,304500
2017-09-13,146,727500
2017-09-14,146,305000
2017-09-15,146,354800
2017-09-16,146,245700
2017-09-17,146,178900
2017-08-16,152,1030100
2017-08-17,152,1298900
2017-08-18,152,1514400
2017-08-19,152,797600
2017-08-20,152,503400
2017-08-21,152,1106800
2017-08-22,152,1354700
2017-08-23,152,1311700
2017-08-24,152,1043800
2017-08-25,152,1415800
2017-08-26,152,1112000
2017-08-27,152,948900
2017-08-28,152,1614300
2017-08-29,152,1700400
2017-08-30,152,1641500
2017-08-31,152,1837000
2017-09-01,152,1917100
2017-09-02,152,1625800
2017-09-03,152,719600
2017-09-04,152,1737000
2017-09-05,152,1901800
2017-09-06,152,1959600
2017-09-07,152,2730500
2017-09-08,152,1546800
2017-09-09,152,1507400
2017-09-10,152,934500
2017-09-11,152,2089600
2017-09-12,152,2439100
2017-09-13,152,1793800
2017-09-14,152,1854400
2017-09-15,152,1291900
2017-09-16,152,1320600
2017-09-17,152,868700
2017-08-16,156,803200
2017-08-17,156,459700
2017-08-18,156,477000
2017-08-19,156,137600
2017-08-20,156,0
2017-08-21,156,989900
2017-08-22,156,1208700
2017-08-23,156,526800
2017-08-24,156,546600
2017-08-25,156,752700
2017-08-26,156,249400
2017-08-27,156,0
2017-08-28,156,417200
2017-08-29,156,445100
2017-08-30,156,913200
2017-08-31,156,884300
2017-09-01,156,812800
2017-09-02,156,464800
2017-09-03,156,0
2017-09-04,156,598800
2017-09-05,156,662400
2017-09-06,156,885100
2017-09-07,156,779100
2017-09-08,156,622100
2017-09-09,156,681200
2017-09-10,156,0
2017-09-11,156,805900
2017-09-12,156,708600
2017-09-13,156,1128900
2017-09-14,156,731200
2017-09-15,156,692100
2017-09-16,156,603000
2017-09-17,156,0
2017-08-16,157,19000
2017-08-17,157,300
2017-08-18,157,16400
2017-08-19,157,2200
2017-08-20,157,0
2017-08-21,157,10500
2017-08-22,157,4000
2017-08-23,157,700
2017-08-24,157,0
2017-08-25,157,0
2017-08-26,157,0
2017-08-27,157,0
2017-08-28,157,0
2017-08-29,157,700
2017-08-30,157,200
2017-08-31,157,3700
2017-09-01,157,21200
2017-09-02,157,4900
2017-09-03,157,11400
2017-09-04,157,19200
2017-09-05,157,40200
2017-09-06,157,44500
2017-09-07,157,35800
2017-09-08,157,45200
2017-09-09,157,5400
2017-09-10,157,7500
2017-09-11,157,17300
2017-09-12,157,18000
2017-09-13,157,35000
2017-09-14,157,21900
2017-09-15,157,16300
2017-09-16,157,4100
2017-09-17,157,500
2017-08-16,162,300700
2017-08-17,162,386700
2017-08-18,162,446200
2017-08-19,162,132900
2017-08-20,162,96200
2017-08-21,162,345400
2017-08-22,162,205500
2017-08-23,162,307700
2017-08-24,162,307700
2017-08-25,162,266800
2017-08-26,162,186300
2017-08-27,162,193100
2017-08-28,162,386600
2017-08-29,162,394200
2017-08-30,162,264300
2017-08-31,162,561300
2017-09-01,162,516800
2017-09-02,162,381400
2017-09-03,162,156100
2017-09-04,162,274700
2017-09-05,162,394400
2017-09-06,162,498300
2017-09-07,162,455600
2017-09-08,162,575500
2017-09-09,162,1500
2017-09-10,162,0
2017-09-11,162,0
2017-09-12,162,0
2017-09-13,162,241600
2017-09-14,162,53600
2017-09-15,162,34200
2017-09-16,162,316900
2017-09-17,162,192900
2017-08-16,164,166500
2017-08-17,164,56700
2017-08-18,164,109500
2017-08-19,164,7000
2017-08-20,164,11000
2017-08-21,164,59800
2017-08-22,164,79500
2017-08-23,164,79600
2017-08-24,164,203700
2017-08-25,164,133500
2017-08-26,164,7800
2017-08-27,164,16400
2017-08-28,164,116100
2017-08-29,164,65200
2017-08-30,164,62500
2017-08-31,164,79000
2017-09-01,164,72100
2017-09-02,164,2800
2017-09-03,164,12200
2017-09-04,164,93200
2017-09-05,164,94400
2017-09-06,164,100000
2017-09-07,164,119900
2017-09-08,164,239100
2017-09-09,164,88900
2017-09-10,164,29400
2017-09-11,164,176200
2017-09-12,164,55400
2017-09-13,164,78700
2017-09-14,164,12100
2017-09-15,164,135400
2017-09-16,164,12100
2017-09-17,164,5000
2017-08-16,175,1332200
2017-08-17,175,902900
2017-08-18,175,1434700
2017-08-19,175,451300
2017-08-20,175,270200
2017-08-21,175,1141700
2017-08-22,175,721800
2017-08-23,175,939500
2017-08-24,175,677000
2017-08-25,175,1220500
2017-08-26,175,437500
2017-08-27,175,136200
2017-08-28,175,861800
2017-08-29,175,813300
2017-08-30,175,720900
2017-08-31,175,895800
2017-09-01,175,1072100
2017-09-02,175,477300
2017-09-03,175,237800
2017-09-04,175,981800
2017-09-05,175,980200
2017-09-06,175,12300
2017-09-07,175,1023900
2017-09-08,175,1401500
2017-09-09,175,513500
2017-09-10,175,315300
2017-09-11,175,1088300
2017-09-12,175,857700
2017-09-13,175,1034700
2017-09-14,175,1034200
2017-09-15,175,1450400
2017-09-16,175,557800
2017-09-17,175,334600
2017-08-16,188,472400
2017-08-17,188,424500
2017-08-18,188,423000
2017-08-19,188,44700
2017-08-20,188,0
2017-08-21,188,422500
2017-08-22,188,527200
2017-08-23,188,641700
2017-08-24,188,593600
2017-08-25,188,611500
2017-08-26,188,171000
2017-08-27,188,0
2017-08-28,188,469300
2017-08-29,188,679100
2017-08-30,188,638600
2017-08-31,188,480300
2017-09-01,188,866100
2017-09-02,188,76000
2017-09-03,188,0
2017-09-04,188,923200
2017-09-05,188,509600
2017-09-06,188,762500
2017-09-07,188,694700
2017-09-08,188,930300
2017-09-09,188,63100
2017-09-10,188,0
2017-09-11,188,581800
2017-09-12,188,377800
2017-09-13,188,457700
2017-09-14,188,423900
2017-09-15,188,712800
2017-09-16,188,105700
2017-09-17,188,0
2017-08-16,197,468500
2017-08-17,197,303500
2017-08-18,197,637900
2017-08-19,197,43500
2017-08-20,197,2000
2017-08-21,197,389900
2017-08-22,197,223700
2017-08-23,197,240400
2017-08-24,197,286300
2017-08-25,197,265400
2017-08-26,197,11300
2017-08-27,197,26200
2017-08-28,197,1232100
2017-08-29,197,629200
2017-08-30,197,939900
2017-08-31,197,541600
2017-09-01,197,324000
2017-09-02,197,25200
2017-09-03,197,6000
2017-09-04,197,555800
2017-09-05,197,344500
2017-09-06,197,522700
2017-09-07,197,382400
2017-09-08,197,381300
2017-09-09,197,23400
2017-09-10,197,1000
2017-09-11,197,412600
2017-09-12,197,169500
2017-09-13,197,982400
2017-09-14,197,679400
2017-09-15,197,644500
2017-09-16,197,80900
2017-09-17,197,3100
2017-08-16,200,575700
2017-08-17,200,667100
2017-08-18,200,1049500
2017-08-19,200,263000
2017-08-20,200,0
2017-08-21,200,1224400
2017-08-22,200,1332300
2017-08-23,200,934700
2017-08-24,200,1018000
2017-08-25,200,1178300
2017-08-26,200,511400
2017-08-27,200,0
2017-08-28,200,1227900
2017-08-29,200,1538800
2017-08-30,200,1556400
2017-08-31,200,1322500
2017-09-01,200,1318600
2017-09-02,200,382400
2017-09-03,200,0
2017-09-04,200,675000
2017-09-05,200,1749500
2017-09-06,200,1533600
2017-09-07,200,1641000
2017-09-08,200,1610600
2017-09-09,200,522900
2017-09-10,200,0
2017-09-11,200,1157800
2017-09-12,200,1360900
2017-09-13,200,1184900
2017-09-14,200,1145800
2017-09-15,200,1326300
2017-09-16,200,741400
2017-09-17,200,0
2017-08-16,206,0
2017-08-17,206,689500
2017-08-18,206,701300
2017-08-19,206,1200
2017-08-20,206,8400
2017-08-21,206,624500
2017-08-22,206,547100
2017-08-23,206,358000
2017-08-24,206,331900
2017-08-25,206,391000
2017-08-26,206,3500
2017-08-27,206,0
2017-08-28,206,445400
2017-08-29,206,295800
2017-08-30,206,321700
2017-08-31,206,520300
2017-09-01,206,733900
2017-09-02,206,6200
2017-09-03,206,1700
2017-09-04,206,387000
2017-09-05,206,615400
2017-09-06,206,352200
2017-09-07,206,510000
2017-09-08,206,524500
2017-09-09,206,1000
2017-09-10,206,300
2017-09-11,206,461200
2017-09-12,206,503600
2017-09-13,206,598900
2017-09-14,206,379700
2017-09-15,206,178700
2017-09-16,206,100
2017-09-17,206,0
2017-08-16,218,589200
2017-08-17,218,325400
2017-08-18,218,424000
2017-08-19,218,131700
2017-08-20,218,0
2017-08-21,218,694600
2017-08-22,218,150400
2017-08-23,218,122400
2017-08-24,218,74200
2017-08-25,218,0
2017-08-26,218,284200
2017-08-27,218,0
2017-08-28,218,496600
2017-08-29,218,778000
2017-08-30,218,1139000
2017-08-31,218,819300
2017-09-01,218,184700
2017-09-02,218,289900
2017-09-03,218,0
2017-09-04,218,780000
2017-09-05,218,52700
2017-09-06,218,1031800
2017-09-07,218,1072200
2017-09-08,218,702600
2017-09-09,218,414200
2017-09-10,218,0
2017-09-11,218,55300
2017-09-12,218,462000
2017-09-13,218,0
2017-09-14,218,396000
2017-09-15,218,917600
2017-09-16,218,293000
2017-09-17,218,0
2017-08-16,221,78100
2017-08-17,221,104400
2017-08-18,221,228100
2017-08-19,221,0
2017-08-20,221,900
2017-08-21,221,12900
2017-08-22,221,76100
2017-08-23,221,90400
2017-08-24,221,50100
2017-08-25,221,114500
2017-08-26,221,0
2017-08-27,221,0
2017-08-28,221,83900
2017-08-29,221,40800
2017-08-30,221,135200
2017-08-31,221,112500
2017-09-01,221,128300
2017-09-02,221,0
2017-09-03,221,0
2017-09-04,221,84700
2017-09-05,221,47400
2017-09-06,221,124900
2017-09-07,221,33100
2017-09-08,221,117400
2017-09-09,221,100
2017-09-10,221,0
2017-09-11,221,115600
2017-09-12,221,137100
2017-09-13,221,95200
2017-09-14,221,71600
2017-09-15,221,60300
2017-09-16,221,0
2017-09-17,221,0
2017-08-16,223,202400
2017-08-17,223,259100
2017-08-18,223,202500
2017-08-19,223,6600
2017-08-20,223,0
2017-08-21,223,375500
2017-08-22,223,179200
2017-08-23,223,131800
2017-08-24,223,92000
2017-08-25,223,335900
2017-08-26,223,0
2017-08-27,223,0
2017-08-28,223,164800
2017-08-29,223,555400
2017-08-30,223,259600
2017-08-31,223,225600
2017-09-01,223,236600
2017-09-02,223,300
2017-09-03,223,0
2017-09-04,223,78900
2017-09-05,223,160400
2017-09-06,223,112200
2017-09-07,223,84300
2017-09-08,223,591200
2017-09-09,223,0
2017-09-10,223,0
2017-09-11,223,213600
2017-09-12,223,1004200
2017-09-13,223,422100
2017-09-14,223,164800
2017-09-15,223,216700
2017-09-16,223,3000
2017-09-17,223,0
2017-08-16,224,102600
2017-08-17,224,370300
2017-08-18,224,1030900
2017-08-19,224,680100
2017-08-20,224,658700
2017-08-21,224,1000000
2017-08-22,224,679000
2017-08-23,224,736100
2017-08-24,224,1019500
2017-08-25,224,1062500
2017-08-26,224,497800
2017-08-27,224,643800
2017-08-28,224,726000
2017-08-29,224,532300
2017-08-30,224,849800
2017-08-31,224,963600
2017-09-01,224,894400
2017-09-02,224,574500
2017-09-03,224,674400
2017-09-04,224,839900
2017-09-05,224,1095600
2017-09-06,224,1083700
2017-09-07,224,974700
2017-09-08,224,968600
2017-09-09,224,792500
2017-09-10,224,537800
2017-09-11,224,844000
2017-09-12,224,740300
2017-09-13,224,959200
2017-09-14,224,674000
2017-09-15,224,1038300
2017-09-16,224,936300
2017-09-17,224,667800
2017-08-16,227,198500
2017-08-17,227,601700
2017-08-18,227,74900
2017-08-19,227,3800
2017-08-20,227,3600
2017-08-21,227,211700
2017-08-22,227,1102600
2017-08-23,227,839100
2017-08-24,227,347300
2017-08-25,227,135100
2017-08-26,227,6600
2017-08-27,227,8700
2017-08-28,227,284700
2017-08-29,227,234700
2017-08-30,227,282300
2017-08-31,227,360300
2017-09-01,227,63000
2017-09-02,227,14700
2017-09-03,227,0
2017-09-04,227,239300
2017-09-05,227,341300
2017-09-06,227,311700
2017-09-07,227,1183700
2017-09-08,227,248000
2017-09-09,227,55900
2017-09-10,227,38700
2017-09-11,227,488600
2017-09-12,227,309100
2017-09-13,227,183500
2017-09-14,227,345700
2017-09-15,227,106500
2017-09-16,227,14300
2017-09-17,227,1000
2017-08-16,229,458400
2017-08-17,229,383200
2017-08-18,229,348300
2017-08-19,229,35000
2017-08-20,229,300
2017-08-21,229,366100
2017-08-22,229,339200
2017-08-23,229,621600
2017-08-24,229,616500
2017-08-25,229,430700
2017-08-26,229,0
2017-08-27,229,5000
2017-08-28,229,203700
2017-08-29,229,428300
2017-08-30,229,333500
2017-08-31,229,642900
2017-09-01,229,441200
2017-09-02,229,10300
2017-09-03,229,21700
2017-09-04,229,497400
2017-09-05,229,261400
2017-09-06,229,406800
2017-09-07,229,468200
2017-09-08,229,658900
2017-09-09,229,19300
2017-09-10,229,8800
2017-09-11,229,650600
2017-09-12,229,655000
2017-09-13,229,552300
2017-09-14,229,492600
2017-09-15,229,539400
2017-09-16,229,37800
2017-09-17,229,1700
2017-08-16,236,629000
2017-08-17,236,729000
2017-08-18,236,632300
2017-08-19,236,562900
2017-08-20,236,552200
2017-08-21,236,0
2017-08-22,236,440700
2017-08-23,236,0
2017-08-24,236,295100
2017-08-25,236,0
2017-08-26,236,420400
2017-08-27,236,326200
2017-08-28,236,527300
2017-08-29,236,573700
2017-08-30,236,655000
2017-08-31,236,520500
2017-09-01,236,631600
2017-09-02,236,483100
2017-09-03,236,370500
2017-09-04,236,611000
2017-09-05,236,674800
2017-09-06,236,779200
2017-09-07,236,757500
2017-09-08,236,431800
2017-09-09,236,572100
2017-09-10,236,458500
2017-09-11,236,575500
2017-09-12,236,522000
2017-09-13,236,588700
2017-09-14,236,310700
2017-09-15,236,650000
2017-09-16,236,559000
2017-09-17,236,406300
2017-08-16,247,178000
2017-08-17,247,153300
2017-08-18,247,132300
2017-08-19,247,21600
2017-08-20,247,77500
2017-08-21,247,403500
2017-08-22,247,262700
2017-08-23,247,169300
2017-08-24,247,151500
2017-08-25,247,121900
2017-08-26,247,58700
2017-08-27,247,55500
2017-08-28,247,139700
2017-08-29,247,178500
2017-08-30,247,108900
2017-08-31,247,91800
2017-09-01,247,123200
2017-09-02,247,33600
2017-09-03,247,21400
2017-09-04,247,111900
2017-09-05,247,127600
2017-09-06,247,776900
2017-09-07,247,603800
2017-09-08,247,415800
2017-09-09,247,202000
2017-09-10,247,52500
2017-09-11,247,238100
2017-09-12,247,181400
2017-09-13,247,179300
2017-09-14,247,215100
2017-09-15,247,229700
2017-09-16,247,48600
2017-09-17,247,60000
2017-08-16,253,522200
2017-08-17,253,314000
2017-08-18,253,408300
2017-08-19,253,349500
2017-08-20,253,163800
2017-08-21,253,142100
2017-08-22,253,340200
2017-08-23,253,179900
2017-08-24,253,259400
2017-08-25,253,422700
2017-08-26,253,281900
2017-08-27,253,352700
2017-08-28,253,274700
2017-08-29,253,216200
2017-08-30,253,235800
2017-08-31,253,339700
2017-09-01,253,340500
2017-09-02,253,494500
2017-09-03,253,314400
2017-09-04,253,366100
2017-09-05,253,416300
2017-09-06,253,350800
2017-09-07,253,536500
2017-09-08,253,914500
2017-09-09,253,517100
2017-09-10,253,463300
2017-09-11,253,277300
2017-09-12,253,292400
2017-09-13,253,238300
2017-09-14,253,319000
2017-09-15,253,321600
2017-09-16,253,221200
2017-09-17,253,326900
2017-08-16,268,460500
2017-08-17,268,542200
2017-08-18,268,328800
2017-08-19,268,271200
2017-08-20,268,0
2017-08-21,268,348500
2017-08-22,268,300000
